Data,ca.f,cb.f,cc.f,ck.f,cl.f,ct.f,dl.f,fi.f,gc.f,gf.f,he.f,hg.f,ho.f,kc.f,ke.f,le.f,lf.f,ls.f,lu.f,mw.f,ng.f,oj.f,pa.f,pl.f,rb.f,rm.f,rs.f,sb.f,si.f,sw.f,tr.f,ux.f,xr.f,zc.f,zk.f,zl.f,zm.f,zo.f,zr.f,zs.f,zw.f
2007-01-03,917.0,57.96,1684.0,,58.25,54.89,13.15,,629.4,99.85,59.5,264.95,1.5847,123.6,486.75,93.1,501.75,268.8,67.0,495.5,6.175,203.8,339.6,1133.5,1.5499,,364.9,11.51,1262.0,337.0,,,277.25,368.75,2.49,28.65,187.8,262.0,10.16,681.0,474.75
2007-01-04,907.0,55.11,1659.0,,55.6,54.56,13.34,,625.7,99.47,60.3,259.55,1.5578,125.0,477.25,92.22,494.5,267.0,65.75,486.25,6.162000000000001,203.25,339.5,1129.5,,,358.4,11.27,1278.0,332.0,,,275.5,361.0,2.36,28.3,188.6,261.25,10.18,675.0,466.0
2007-01-05,893.9999,55.64,1607.0,,56.21,54.42,13.33,,606.7,98.65,60.4,253.5,1.5646,120.45,481.25,92.57,486.75,275.6,66.25,487.0,6.185,201.95,335.5,1120.0,1.4931,,359.4,11.09,1217.0,333.3,,,274.25,367.0,2.26,28.8,195.9,261.75,10.46,680.0,468.0
2007-01-08,877.0001,55.6,1589.0,,56.02,54.53,13.44,,608.9,98.87,60.3,253.05,1.5530000000000002,120.1,479.0,93.25,488.75,277.2,66.25,482.25,6.414,195.8,332.5,1126.9,1.4725,,367.5,11.16,1232.0,337.9,,,272.0,361.25,2.249,28.49,195.1,260.75,10.6,675.75,461.5
2007-01-09,880.0,55.18,1588.0,,55.58,54.1,13.4,,614.7,98.2,59.75,255.35,1.5531,118.4,471.5,92.3,484.75,272.1,66.35,473.5,6.6579999999999995,196.55,332.0,1136.0,1.4725,,364.5,11.1,1256.0,335.0,,,269.0,352.75,2.169,28.17,190.7,252.25,10.66,663.25,450.0
2007-01-10,904.0,53.69,1617.0,,53.91,53.93,13.37,,613.1,98.17,60.55,266.15,1.5272,120.75,472.25,93.95,484.5,268.6,66.25,470.25,6.711,196.5,331.0,1150.0,1.4240000000000002,,365.1,11.12,1242.0,331.5,,,271.5,359.75,2.039,28.04,191.7,250.0,10.61,664.5,447.5
2007-01-11,902.0001,51.7,1628.0,,51.83,54.04,13.36,,613.4,97.57,60.5,265.75,1.4880000000000002,120.65,481.25,93.6,486.25,262.5,66.6,482.0,6.296,196.15,330.25,1146.0,1.3925,,370.7,11.02,1242.0,327.8,,,274.75,378.75,2.029,28.36,194.4,256.75,10.66,673.5,453.0
2007-01-12,892.0,52.95,1631.0,,52.88,54.7,13.4,,626.4,94.57,60.37,260.1,1.495,120.3,505.25,91.8,470.75,257.5,67.0,507.0,6.6,200.95,335.0,1157.0,1.431,,386.0,10.93,1283.0,325.0,,,278.0,395.0,2.079,29.15,209.6,272.25,10.73,714.5,477.0
2007-01-15,885.0001,53.12,,,,,,,,,,,,,,,,,66.8,,,,,,,,386.1,,,326.0,,,278.25,,,,,,,,
2007-01-16,875.0,51.62,1606.0,,51.17,54.92,13.38,,625.6,94.3,60.62,257.5,1.4725,121.65,492.0,92.27,470.25,,67.25,491.5,6.605,200.45,335.95,1143.6,1.3657,,378.7,10.91,1259.0,327.8,,,277.25,403.0,1.99,28.79,208.1,269.0,10.63,708.5,462.5
2007-01-17,887.0,52.78,1616.0,,52.22,55.06,13.38,,633.0,92.75,61.87,256.45,1.4872,121.6,498.0,92.55,470.25,272.0,67.75,502.0,6.232,207.55,341.5,1154.5,1.3849,,379.4,10.76,1285.0,328.3,,,277.0,407.5,1.939,28.97,213.8,271.0,10.61,721.75,473.5
2007-01-18,877.0001,51.75,1603.0,,50.45,54.53,13.36,,628.0,93.55,61.8,249.3,1.4569999999999999,119.75,495.0,92.4,463.75,272.3,67.6,501.5,6.335,205.1,341.95,1168.9,1.3535,,374.9,10.71,1265.0,330.3,,,275.0,411.0,1.87,28.82,211.3,272.25,10.57,715.0,469.0
2007-01-19,872.0,53.44,1594.0,,51.88,54.55,13.49,,635.8,93.57,61.57,251.8,1.4969999999999999,119.7,489.25,91.05,475.75,263.9,67.75,498.0,6.885,207.2,342.6,1167.0,1.4005,,376.3,10.86,1288.0,332.0,,,274.75,405.5,1.879,29.3,209.3,269.25,10.49,717.75,464.5
2007-01-22,872.0,52.7,1589.0,,52.51,54.09,13.5,,633.5,92.37,60.95,252.6,1.5266,117.35,487.0,90.25,490.5,261.6,68.5,496.0,7.345,204.65,345.75,1166.0,1.3815,,377.6,10.93,1295.0,334.9,,,274.0,406.0,1.87,29.31,209.2,267.0,10.23,716.0,467.25
2007-01-23,877.0001,55.1,1615.0,,54.91,54.82,13.54,,645.5,92.52,61.8,257.75,1.5772,115.65,500.75,89.57,485.0,260.4,68.7,505.75,7.602,200.75,350.35,1181.0,1.445,,381.7,10.79,1322.0,332.3,,,275.5,407.75,1.89,29.93,210.3,268.0,10.27,726.25,477.75
2007-01-24,875.0,55.43,1599.0,,55.3,54.47,13.54,,647.4,93.7,62.82,260.0,1.5946,116.95,486.75,89.85,490.0,257.2,68.5,495.0,7.375,201.05,350.0,1179.0,1.469,,378.3,10.76,1324.0,337.2,,,273.75,399.5,1.93,29.23,208.4,263.25,10.18,714.25,463.5
2007-01-25,880.0,54.12,1602.0,,54.15,54.37,13.54,,647.9,94.3,63.35,265.1,1.5605,116.0,494.0,90.12,495.75,260.0,68.5,497.0,6.903,202.1,350.5,1188.0,1.4509999999999998,,375.5,10.69,1344.0,336.8,,,272.0,405.75,1.94,28.92,208.2,265.75,10.19,712.75,467.5
2007-01-26,868.0,55.29,1578.0,,55.33,54.12,13.56,,644.7,94.1,63.87,263.0,1.6034,116.3,488.0,90.22,494.0,256.5,69.5,493.5,7.172999999999999,202.0,351.5,1181.5,1.4809,,374.4,10.72,1333.0,337.3,,,272.25,404.25,1.94,29.0,205.8,262.25,10.22,709.75,461.5
2007-01-29,879.0,53.68,1602.0,,53.95,53.57,13.56,,648.7,95.4,64.05,253.5,1.5572,116.6,478.25,90.6,493.5,256.3,68.25,487.25,6.935,195.5,343.55,1170.7,1.4399,,369.7,10.59,1321.0,337.0,,,267.5,398.5,1.945,28.82,206.4,258.5,10.2,708.25,455.0
2007-01-30,889.0001,56.39,1616.0,,56.95,53.35,13.54,,649.7,94.85,63.57,256.05,1.6466,116.55,481.75,89.92,492.75,259.3,68.1,489.5,7.702000000000001,185.65,340.0,1180.5,1.521,,373.8,10.55,1333.0,338.2,,,264.25,403.0,1.985,29.46,208.4,259.25,10.15,720.25,457.5
2007-01-31,889.9999,57.4,1617.0,,58.08,54.0,14.0,,657.6,95.85,64.52,259.25,1.681,117.65,488.75,90.22,511.75,251.7,67.5,495.25,7.653,186.0,341.0,1187.0,1.52,,375.4,10.6,1353.0,336.9,,76.25,276.0,403.0,1.98,29.34,207.4,257.25,10.11,718.5,462.25
2007-02-01,893.0,56.72,1641.0,,57.29,53.57,14.1,,662.5,94.77,64.72,253.2,1.6622,118.75,487.5,89.82,514.75,255.7,68.0,493.5,7.542000000000001,187.85,342.65,1190.3,1.525,,379.3,10.63,1368.0,340.2,,,276.25,396.25,2.01,29.58,207.9,257.0,10.13,721.0,459.0
2007-02-02,892.0,58.41,1631.0,,58.92,53.89,14.14,,650.9,95.62,65.35,242.0,1.6825,118.35,487.0,91.05,509.5,254.7,69.0,493.5,7.466,189.8,338.0,1168.5,1.5730000000000002,,384.4,10.5,1333.0,341.0,,,276.25,400.75,2.025,30.37,212.7,258.0,10.13,736.0,459.5
2007-02-05,896.0,58.1,1634.0,,58.64,54.63,14.13,,655.8,97.25,64.67,241.85,1.6769999999999998,116.6,485.25,91.65,524.5,257.2,69.0,492.25,7.648,191.05,341.5,1173.0,1.561,,382.7,10.48,1352.0,341.0,,,276.5,400.5,2.04,30.62,212.4,257.75,10.12,738.5,456.5
2007-02-06,897.9999,58.42,1653.0,,58.85,53.67,14.22,,657.8,99.02,64.87,249.45,1.6947,116.5,476.5,92.47,518.5,257.0,69.0,485.5,7.67,189.25,342.4,1191.0,1.575,,379.4,10.19,1365.0,337.3,,,277.25,395.25,2.055,30.37,213.3,254.0,10.11,738.75,449.0
2007-02-07,926.0,57.23,1697.0,,57.68,53.0,14.2,,656.7,99.35,64.95,245.25,1.6685,116.85,476.5,93.65,519.25,263.2,69.0,486.25,7.723,187.6,342.0,1197.0,1.541,,378.2,10.12,1368.0,335.5,,,275.5,391.0,2.055,30.43,213.7,250.0,10.17,740.0,450.0
2007-02-08,942.0,59.03,1727.0,,59.68,52.41,14.3,,662.2,98.87,65.17,244.85,1.7221,115.55,483.75,93.35,514.75,262.6,69.0,494.0,7.841,188.45,342.85,1199.0,1.5959999999999999,,379.1,10.28,1372.0,336.0,,,274.0,398.75,2.025,30.43,215.3,250.0,10.15,743.5,456.0
2007-02-09,939.9999,59.01,1717.0,,59.79,52.76,14.24,,671.7,98.77,66.27,251.65,1.7245,114.75,485.0,93.2,526.25,267.9,68.6,496.5,7.8,188.9,341.5,1204.0,1.6145,,378.8,10.49,1387.0,334.0,,,273.75,404.75,2.055,30.34,217.9,250.5,10.18,748.25,461.5
2007-02-12,943.0,56.6,1721.0,,57.67,52.24,14.23,,666.6,99.5,67.05,247.55,1.6384,113.9,481.75,93.7,526.25,265.2,68.8,492.0,7.234,192.1,337.05,1190.1,1.5521,,375.3,10.39,1366.0,328.2,,,272.0,402.75,2.025,29.89,218.9,245.25,10.17,745.0,453.5
2007-02-13,943.0,58.78,1728.0,,59.7,52.59,14.2,,668.2,100.72,67.17,258.15,1.6895,113.7,487.5,94.4,516.75,266.4,68.5,497.5,7.399,193.0,343.0,1204.0,1.6079,,378.4,10.38,1387.0,319.6,,,271.5,409.5,2.045,30.01,222.7,242.0,10.15,753.75,459.0
2007-02-14,935.0001,57.43,1714.0,,58.52,51.76,14.2,,671.5,100.8,67.12,257.6,1.6402,114.05,477.25,94.22,505.5,269.4,68.5,491.75,7.235,197.45,344.5,1221.4,1.6195,,377.1,10.56,1392.0,322.5,,,269.75,407.25,2.045,29.68,222.6,240.75,10.11,750.25,448.75
2007-02-15,953.0,57.6,1765.0,,58.36,53.65,14.2,,671.0,100.45,68.7,266.05,1.6269,115.3,486.25,94.12,501.25,273.6,68.5,496.25,7.357,195.0,343.25,1217.0,1.5959999999999999,,374.8,11.11,1393.0,330.9,,,267.25,406.25,2.08,29.76,225.1,237.5,9.98,758.25,450.75
2007-02-16,962.0,58.95,1770.0,,59.77,54.0,14.3,,672.2,100.17,68.5,264.25,1.67,113.2,495.5,96.55,512.0,267.2,68.4,505.0,7.48,194.95,341.45,1212.0,1.646,,373.0,11.13,1395.0,334.5,,,268.0,415.25,2.0980000000000003,29.91,227.3,242.5,9.96,766.0,465.75
2007-02-19,967.0,58.14,,,,,,,,,,,,,,,,,68.75,,,,,,,,,,,336.5,,,268.25,,,,,,,,
2007-02-20,951.0,57.98,1745.0,,58.79,54.61,14.35,,660.5,99.7,66.85,258.45,1.6445,113.2,493.0,95.35,502.25,267.6,68.75,502.25,7.615,195.25,338.25,1219.0,1.6497,,369.4,10.79,1379.0,331.0,,,269.25,414.5,2.093,29.69,230.6,241.5,9.98,770.5,462.5
2007-02-21,960.0001,59.35,1763.0,,60.0,54.66,14.38,,683.5,100.02,66.97,264.75,1.6798,115.15,501.75,96.4,517.5,268.5,68.25,509.25,7.6129999999999995,198.1,345.4,1235.0,1.703,,366.4,10.71,1425.0,327.5,,,269.25,424.75,2.108,30.12,231.3,251.0,10.37,780.0,475.0
2007-02-22,952.0001,60.62,1737.0,,60.82,54.95,14.39,,682.2,99.22,67.02,276.45,1.7215,118.9,511.5,96.22,525.75,269.5,68.9,516.5,7.72,204.2,349.0,1231.0,1.749,,361.7,11.1,1421.0,333.5,,,270.0,433.0,2.1630000000000003,30.32,231.4,257.0,10.3,782.25,487.0
2007-02-23,954.0,60.88,1762.0,,60.97,55.33,14.17,,685.9,99.32,66.75,283.85,1.7395,119.25,506.5,96.17,539.5,271.4,68.75,518.0,7.705,204.85,355.0,1239.0,,,359.8,10.97,1456.0,332.4,,,270.25,427.75,2.14,30.39,228.9,250.5,10.19,777.0,482.5
2007-02-26,949.0,61.33,1738.0,,61.37,55.37,14.16,,689.2,101.1,66.87,285.3,1.7519999999999998,117.85,507.75,97.3,541.25,261.8,69.3,514.0,7.721,206.05,355.8,1244.0,1.7815,,362.7,11.02,1465.0,334.0,,,272.25,423.75,2.2,30.71,227.6,253.0,10.22,778.5,480.5
2007-02-27,938.0,61.36,1723.0,,61.4,55.05,14.14,,686.8,101.75,67.42,282.15,1.77,117.3,497.5,97.45,543.5,252.6,69.25,502.5,7.52,207.9,347.9,1236.0,1.785,,364.7,11.45,1464.0,335.8,,,270.5,423.25,2.26,30.14,223.5,249.25,10.04,778.25,481.25
2007-02-28,946.0,61.89,1720.0,,61.72,55.55,14.39,,671.8,101.6,67.75,274.85,1.7745,117.7,516.0,97.05,538.0,253.3,69.25,510.0,7.285,200.5,353.0,1256.0,1.835,,370.8,11.31,1422.0,332.9,,89.44,271.0,434.5,2.258,30.25,224.4,253.0,10.22,785.75,486.0
2007-03-01,971.0,62.11,1796.0,,61.92,55.8,14.38,,664.4,102.4,66.12,275.35,1.7765,116.0,506.0,96.15,545.25,248.8,69.5,502.75,7.307,208.4,348.2,1241.0,1.9015,,364.9,10.97,1360.0,344.4,,,268.75,426.5,2.28,29.53,219.8,245.5,10.32,761.75,477.0
2007-03-02,974.0,62.08,1795.0,,61.52,55.85,14.54,,644.0,103.9,66.35,270.75,1.7675,114.35,505.0,97.65,544.75,249.4,69.95,503.0,7.218999999999999,208.5,347.5,1207.1,1.9018,,365.2,11.22,1292.0,349.0,,,269.0,419.25,2.295,29.69,215.6,243.0,10.3,753.0,472.75
2007-03-05,975.0,60.54,1769.0,,60.01,55.07,14.64,,638.7,103.77,65.0,266.75,1.724,110.55,510.25,97.35,533.75,246.0,69.55,515.5,7.254,205.05,340.5,1171.5,1.841,,362.7,10.66,1270.0,342.5,,,265.5,425.0,2.2,29.98,220.5,248.0,10.69,749.5,479.5
2007-03-06,943.9999,61.39,1715.0,,60.6,54.5,14.82,,645.5,103.37,65.0,271.6,1.749,113.0,501.0,97.6,532.75,245.2,69.8,508.25,7.492000000000001,203.6,342.0,1199.3,1.8519999999999999,,372.6,10.76,1294.0,343.5,,,266.0,419.75,2.215,29.85,219.7,260.0,10.74,746.0,471.25
2007-03-07,966.0,62.5,1755.0,,61.77,54.45,14.8,,652.2,103.37,65.67,278.0,1.7675,112.2,506.0,98.55,543.25,246.1,70.0,513.25,7.3260000000000005,202.1,351.65,1194.5,1.896,,368.6,10.68,1307.0,344.1,,,266.75,422.25,2.32,30.21,222.6,274.0,10.71,756.75,475.5
2007-03-08,989.0001,62.33,1776.0,,61.57,54.49,15.02,,655.1,104.85,67.75,283.25,1.7605,112.4,504.5,101.02,541.5,245.0,70.6,513.5,7.263999999999999,204.2,353.0,1208.0,1.9265,,379.5,10.59,1308.0,343.2,,,265.75,420.25,2.37,30.6,221.1,276.0,10.65,758.5,473.75
2007-03-09,1014.0,61.13,1793.0,,60.01,54.5,14.87,,651.3,105.15,67.95,278.05,1.7135,112.5,506.5,101.45,536.25,240.0,71.45,514.5,7.06,199.95,356.0,1199.0,1.895,,377.8,10.52,1294.0,343.0,,,264.75,415.75,2.28,30.59,221.8,280.0,10.71,758.75,474.0
2007-03-12,1030.0,60.74,1790.0,,58.86,54.56,14.82,,650.0,105.77,67.95,284.55,1.6840000000000002,111.8,502.0,102.02,536.25,241.9,70.8,510.75,6.92,198.85,356.0,1213.8,1.915,,373.3,10.36,1303.0,345.8,,,262.75,407.75,2.33,30.71,223.2,278.0,10.84,764.0,468.75
2007-03-13,1030.0,60.9,1804.0,,57.97,53.56,14.87,,649.0,105.65,67.45,282.25,1.694,111.05,500.0,100.1,537.75,237.5,70.6,506.5,6.922999999999999,198.35,351.25,1211.5,,,370.7,10.39,1292.0,347.9,,,261.75,405.75,2.38,30.47,220.8,280.0,10.74,754.75,466.0
2007-03-14,989.9999,61.06,1756.0,,58.11,53.5,14.89,,642.0,105.92,66.22,281.8,1.7074,109.85,495.25,99.97,531.0,238.0,70.6,504.5,7.087000000000001,197.2,353.5,1204.0,1.921,,365.7,10.41,1279.0,346.8,,,258.0,403.0,2.37,30.45,218.3,264.5,10.31,752.5,461.0
2007-03-15,993.9999,60.68,1772.0,,57.46,53.44,14.95,,646.7,105.87,65.87,298.65,1.6880000000000002,110.55,,99.05,528.75,230.5,70.25,496.75,6.946000000000001,198.85,352.0,1215.0,1.879,,363.0,10.23,1303.0,344.8,,,257.5,396.0,2.32,30.56,217.4,270.0,10.22,749.75,454.25
2007-03-16,985.0001,60.3,1790.0,,57.13,53.91,14.93,,653.3,106.05,64.4,301.1,1.6885,110.35,486.5,97.1,536.75,248.8,70.5,503.5,6.9479999999999995,199.95,353.0,1219.5,,,359.4,10.26,1317.0,344.8,,,258.75,398.5,2.32,30.77,218.0,274.5,10.33,751.5,459.0
2007-03-19,993.9999,60.52,1778.0,,59.63,53.71,14.91,,653.7,106.52,64.37,301.9,1.6918,110.25,479.0,97.8,532.25,243.6,70.75,498.0,6.848,202.0,354.55,1231.6,1.965,,360.5,10.22,1320.0,345.2,,,258.5,396.25,2.33,30.99,219.5,277.0,10.35,758.5,453.5
2007-03-20,1020.0,60.2,1864.0,,59.25,53.3,14.87,,658.3,105.55,64.07,303.05,1.6746,109.3,483.5,97.6,529.5,243.1,70.75,501.5,6.9270000000000005,201.85,355.45,1231.1,1.952,,363.0,10.23,1333.0,344.8,,,257.25,403.75,2.305,31.24,221.2,283.5,10.36,763.75,460.5
2007-03-21,1033.0,60.77,1894.0,,59.64,53.11,14.88,,659.6,105.12,63.37,301.9,1.66,112.5,486.75,97.72,528.5,244.2,71.0,505.25,7.185,201.5,357.0,1235.0,1.9397,,363.9,10.19,1328.0,345.2,,,256.5,408.0,2.3,31.1,222.3,283.75,10.23,766.0,464.75
2007-03-22,1041.0,62.51,1901.0,,61.62,53.22,14.89,,663.7,105.25,63.8,306.85,1.7226,111.75,487.0,98.4,537.5,246.2,72.0,505.75,7.306,196.55,357.5,1237.0,1.9575,,362.6,10.22,1345.0,345.5,,,252.75,407.5,2.3,31.28,223.4,293.75,10.13,770.75,464.0
2007-03-23,1039.0,63.18,1920.0,,62.23,53.27,14.95,,656.9,105.12,63.57,306.9,1.7180000000000002,113.35,484.75,98.1,543.75,246.2,72.0,501.5,7.274,194.95,359.5,1233.4,1.9983,,360.6,10.2,1316.0,345.0,,,253.5,402.75,2.3,31.96,219.3,291.0,9.79,768.0,460.0
2007-03-26,1038.0,64.41,1926.0,,62.86,53.29,14.91,,663.4,106.3,63.8,313.55,1.7745,114.35,477.0,98.05,554.25,242.6,72.0,499.0,7.392,196.25,356.5,1236.7,2.0677,,355.3,10.0,1337.0,342.9,,,251.5,390.0,2.33,31.67,215.3,289.5,9.76,757.5,455.0
2007-03-27,1032.0,64.6,1893.0,,62.8,53.39,14.9,,662.2,105.22,63.37,305.6,1.785,112.45,470.25,96.82,554.75,242.0,72.0,495.75,7.605,195.5,355.0,1235.0,2.073,,353.7,10.11,1324.0,341.5,,,248.75,391.0,2.3,31.81,214.2,289.5,9.8,755.75,451.0
2007-03-28,1047.0,65.78,1925.0,,64.03,53.91,14.94,,666.5,105.9,63.4,306.2,1.828,112.7,470.5,96.17,576.25,241.8,72.0,499.0,7.65,188.5,356.65,1242.0,,,360.4,10.12,1341.0,341.6,,,251.0,387.25,2.255,32.41,218.3,288.25,10.05,770.5,454.5
2007-03-29,1054.0,67.88,1941.0,,66.03,54.19,15.73,,667.2,106.22,63.5,308.6,1.8762,110.6,472.25,96.37,575.75,241.2,72.0,502.75,7.631,185.65,356.0,1237.1,2.1355,,366.5,9.85,1331.0,336.6,,,255.0,393.25,2.27,32.97,218.6,292.0,10.14,777.0,460.75
2007-03-30,1059.0,68.1,1953.0,,65.86,53.57,15.77,,668.7,108.75,63.85,314.0,1.8853,109.25,456.5,97.6,591.75,240.5,74.35,485.0,7.7139999999999995,189.25,356.0,1250.9,2.1115,,362.4,9.88,1341.0,332.0,,110.43,249.0,,2.195,32.48,211.8,276.5,10.08,761.75,437.25
2007-04-02,1001.0,68.74,1835.0,,65.97,53.24,15.7,,671.0,110.2,65.02,317.55,1.867,108.6,445.5,99.0,587.0,249.3,74.5,481.5,7.6579999999999995,191.75,353.0,1248.3,2.0428,,363.7,9.7,1334.0,330.4,,,249.5,353.0,2.194,32.76,218.3,276.5,10.22,778.0,426.75
2007-04-03,1020.0,67.81,1866.0,,64.6,53.05,15.72,,669.4,110.57,65.37,331.25,1.8374,110.75,442.25,98.52,577.25,252.8,73.55,475.0,7.44,190.45,355.0,1254.0,2.0177,,359.5,9.72,1340.0,328.8,,,250.25,345.0,2.14,32.37,214.5,273.0,10.17,762.75,418.0
2007-04-04,1034.0,68.4,1902.0,,64.35,53.26,15.75,,677.0,110.8,65.37,338.55,1.864,110.55,455.0,99.05,581.0,251.0,73.65,486.0,7.52,192.25,354.7,1248.0,2.1054,,356.2,9.71,1358.0,329.5,,,252.0,358.25,2.1,32.57,213.2,276.0,10.23,761.5,429.0
2007-04-05,1038.0,68.24,1913.0,,64.19,52.91,15.87,,678.9,111.12,65.17,337.35,1.859,110.85,469.25,100.45,583.25,255.7,73.2,497.5,7.608,188.75,355.95,1261.0,2.1288,,351.1,9.8,1370.0,331.4,,,253.5,364.75,2.1,32.42,213.0,276.5,10.25,760.25,443.5
2007-04-09,,66.59,1883.0,,61.42,51.81,15.97,,676.4,111.9,65.02,351.1,1.8193,109.65,468.0,100.9,588.0,257.9,,496.0,7.5489999999999995,182.9,357.3,1258.0,,,351.2,9.98,1377.0,,,,,362.25,2.126,32.08,209.4,278.0,10.21,748.75,446.5
2007-04-10,1020.0,67.42,1883.0,,61.86,51.69,15.98,,681.4,110.95,64.77,352.25,1.8577,109.25,477.5,100.27,582.25,255.2,72.4,507.75,7.91,181.75,364.45,1274.5,2.123,,353.5,9.75,1388.0,334.0,,,253.75,367.25,2.166,32.46,204.8,278.5,10.22,742.0,457.0
2007-04-11,1029.0,67.84,1900.0,,61.91,51.82,15.98,,681.2,110.1,64.75,357.85,1.8719999999999999,109.45,476.0,99.92,591.75,249.5,71.2,505.0,7.817,175.25,369.8,1278.0,2.1587,,354.4,9.91,1384.0,338.0,,,257.25,358.5,2.237,32.78,205.1,277.5,10.09,745.5,455.5
2007-04-12,1021.0,68.72,1882.0,,63.81,51.12,15.98,,679.2,107.85,65.15,350.05,1.9084,112.85,484.5,97.35,596.0,248.8,70.0,507.25,7.926,166.55,372.6,1272.1,2.1918,,352.2,9.88,1382.0,348.5,,,254.5,357.0,2.28,32.65,200.9,269.5,9.95,736.25,457.5
2007-04-13,1025.0,68.63,1885.0,,63.58,51.37,16.05,,689.1,107.25,65.47,352.75,1.9015,111.8,495.75,97.05,604.0,250.7,70.25,518.75,7.79,167.75,380.0,1284.5,2.1797,,353.4,9.9,1404.0,326.0,,,256.0,367.25,2.205,32.97,199.3,271.0,10.12,736.75,477.25
2007-04-16,1025.0,67.25,1903.0,,63.56,50.38,16.01,,694.0,108.52,76.65,353.7,1.859,108.45,494.0,92.9,591.5,249.5,70.3,515.25,7.521,170.15,382.0,1291.0,2.1157,,353.1,9.7,1405.0,322.4,,,256.25,362.75,2.2030000000000003,32.78,199.5,268.75,10.16,735.25,473.75
2007-04-17,1040.0,65.93,1956.0,,63.06,49.73,16.05,,691.9,109.35,76.4,367.4,1.8045,109.6,492.0,93.27,585.75,243.5,70.8,514.25,7.435,168.65,378.5,1281.0,2.0558,,345.8,9.65,1398.0,320.5,,,254.0,351.5,2.175,31.87,197.8,267.0,10.11,722.75,476.0
